decision_id,scope,source_report,priority,current_label,normalized_label,sample_count,batch,signer_id,landmark_path,stickman_video_path,frame_count,left_hand_frame_pct,right_hand_frame_pct,both_hands_missing_frame_pct,label_flags,sample_flags,issue_flags,recommended_action,selected_action,target_label,review_status,notes
sample::KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/SILENT.npy,sample,review_candidates.csv,medium,SILENT,silent,2,Batch 2,140,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/SILENT.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/SILENT.mp4,17,0.0,82.35,17.65,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/SMILE.npy,sample,review_candidates.csv,medium,SMILE,smile,1,Batch 1,264,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/SMILE.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/SMILE.mp4,40,32.5,0.0,67.5,single_sample,right_hand_missing_all_frames,sample:right_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,right hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/SPOON.npy,sample,review_candidates.csv,medium,SPOON,spoon,2,Batch 2,148,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/SPOON.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/SPOON.mp4,11,0.0,100.0,0.0,low_sample_count,short_sequence;left_hand_missing_all_frames,sample:short_sequence;sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/SPREAD.npy,sample,review_candidates.csv,medium,SPREAD,spread,2,Batch 2,129,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/SPREAD.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/SPREAD.mp4,41,0.0,80.49,19.51,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/STIFF.npy,sample,review_candidates.csv,medium,STIFF,stiff,2,Batch 1,264,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/STIFF.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/STIFF.mp4,44,90.91,0.0,9.09,low_sample_count,right_hand_missing_all_frames,sample:right_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,right hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/STOP.npy,sample,review_candidates.csv,medium,STOP,stop,3,Batch 1,264,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/STOP.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/STOP.mp4,16,56.25,0.0,43.75,,right_hand_missing_all_frames,sample:right_hand_missing_all_frames,review_hand_quality,keep,,pending,right hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/STRIKE.npy,sample,review_candidates.csv,medium,STRIKE,strike,2,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/STRIKE.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/STRIKE.mp4,54,0.0,96.3,3.7,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/STUPID.npy,sample,review_candidates.csv,medium,STUPID,stupid,1,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/STUPID.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/STUPID.mp4,25,0.0,84.0,16.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/149/Extract/Landmarks/SUN.npy,sample,review_candidates.csv,medium,SUN,sun,1,Batch 2,149,KSL-Dataset/Pose Data/Batch 2/149/Extract/Landmarks/SUN.npy,KSL-Dataset/Pose Data/Batch 2/149/Extract/Stickmans/SUN.mp4,43,0.0,53.49,46.51,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/SUPER.npy,sample,review_candidates.csv,medium,SUPER,super,1,Batch 2,129,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/SUPER.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/SUPER.mp4,50,0.0,50.0,50.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/235/Extract/Landmarks/SWEET.npy,sample,review_candidates.csv,medium,SWEET,sweet,4,Batch 1,235,KSL-Dataset/Pose Data/Batch 1/235/Extract/Landmarks/SWEET.npy,KSL-Dataset/Pose Data/Batch 1/235/Extract/Stickmans/SWEET.mp4,11,100.0,54.55,0.0,,short_sequence,sample:short_sequence,review_short_sequence,keep,,pending,short sequence flagged; keep unless playback looks truncated
sample::KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/TABLE.npy,sample,review_candidates.csv,medium,TABLE,table,4,Batch 2,160,KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/TABLE.npy,KSL-Dataset/Pose Data/Batch 2/160/Extract/Stickmans/TABLE.mp4,10,100.0,30.0,0.0,,short_sequence,sample:short_sequence,review_short_sequence,keep,,pending,short sequence flagged; keep unless playback looks truncated
sample::KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/TALL.npy,sample,review_candidates.csv,medium,TALL,tall,4,Batch 2,148,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/TALL.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/TALL.mp4,31,0.0,61.29,38.71,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/TERRY.npy,sample,review_candidates.csv,medium,TERRY,terry,1,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/TERRY.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/TERRY.mp4,45,0.0,82.22,17.78,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/TEST.npy,sample,review_candidates.csv,medium,TEST,test,1,Batch 2,129,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/TEST.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/TEST.mp4,101,0.0,73.27,26.73,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/THEM.npy,sample,review_candidates.csv,medium,THEM,them,4,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/THEM.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/THEM.mp4,34,0.0,64.71,35.29,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/173/Extract/Landmarks/THERE.npy,sample,review_candidates.csv,medium,THERE,there,7,Batch 2,173,KSL-Dataset/Pose Data/Batch 2/173/Extract/Landmarks/THERE.npy,KSL-Dataset/Pose Data/Batch 2/173/Extract/Stickmans/THERE.mp4,20,0.0,80.0,20.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/THEY.npy,sample,review_candidates.csv,medium,THEY,they,3,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/THEY.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/THEY.mp4,19,0.0,26.32,73.68,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/THINK.npy,sample,review_candidates.csv,medium,THINK,think,2,Batch 2,140,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/THINK.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/THINK.mp4,20,0.0,90.0,10.0,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/THIS.npy,sample,review_candidates.csv,medium,THIS,this,16,Batch 1,234,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/THIS.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/THIS.mp4,34,0.0,67.65,32.35,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/174/Extract/Landmarks/TOMMORROW.npy,sample,review_candidates.csv,medium,TOMMORROW,tommorrow,1,Batch 2,174,KSL-Dataset/Pose Data/Batch 2/174/Extract/Landmarks/TOMMORROW.npy,KSL-Dataset/Pose Data/Batch 2/174/Extract/Stickmans/TOMMORROW.mp4,44,0.0,100.0,0.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/196/Extract/Landmarks/TRUE.npy,sample,review_candidates.csv,medium,TRUE,true,17,Batch 1,196,KSL-Dataset/Pose Data/Batch 1/196/Extract/Landmarks/TRUE.npy,KSL-Dataset/Pose Data/Batch 1/196/Extract/Stickmans/TRUE.mp4,25,52.0,0.0,48.0,,right_hand_missing_all_frames,sample:right_hand_missing_all_frames,review_hand_quality,keep,,pending,right hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/TRUE.npy,sample,review_candidates.csv,medium,TRUE,true,17,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/TRUE.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/TRUE.mp4,17,0.0,29.41,70.59,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/235/Extract/Landmarks/TRUE.npy,sample,review_candidates.csv,medium,TRUE,true,17,Batch 1,235,KSL-Dataset/Pose Data/Batch 1/235/Extract/Landmarks/TRUE.npy,KSL-Dataset/Pose Data/Batch 1/235/Extract/Stickmans/TRUE.mp4,24,100.0,0.0,0.0,,right_hand_missing_all_frames,sample:right_hand_missing_all_frames,review_hand_quality,keep,,pending,right hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/TWO.npy,sample,review_candidates.csv,medium,TWO,two,2,Batch 1,233,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/TWO.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/TWO.mp4,20,0.0,100.0,0.0,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/UGALI.npy,sample,review_candidates.csv,medium,UGALI,ugali,2,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/UGALI.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/UGALI.mp4,25,0.0,80.0,20.0,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/UP.npy,sample,review_candidates.csv,medium,UP,up,5,Batch 2,129,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/UP.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/UP.mp4,42,0.0,83.33,16.67,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/VOCABULARY.npy,sample,review_candidates.csv,medium,VOCABULARY,vocabulary,1,Batch 1,234,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/VOCABULARY.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/VOCABULARY.mp4,24,0.0,100.0,0.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/VOICE.npy,sample,review_candidates.csv,medium,VOICE,voice,1,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/VOICE.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/VOICE.mp4,15,0.0,60.0,40.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/166/Extract/Landmarks/WANT.npy,sample,review_candidates.csv,medium,WANT,want,5,Batch 2,166,KSL-Dataset/Pose Data/Batch 2/166/Extract/Landmarks/WANT.npy,KSL-Dataset/Pose Data/Batch 2/166/Extract/Stickmans/WANT.mp4,23,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/WARN.npy,sample,review_candidates.csv,medium,WARN,warn,2,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/WARN.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/WARN.mp4,32,0.0,9.38,90.62,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/WATER.npy,sample,review_candidates.csv,medium,WATER,water,2,Batch 1,207,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/WATER.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/WATER.mp4,30,0.0,40.0,60.0,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/WE.npy,sample,review_candidates.csv,medium,WE,we,9,Batch 2,148,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/WE.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/WE.mp4,32,0.0,71.88,28.12,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/WHITE.npy,sample,review_candidates.csv,medium,WHITE,white,2,Batch 2,160,KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/WHITE.npy,KSL-Dataset/Pose Data/Batch 2/160/Extract/Stickmans/WHITE.mp4,24,0.0,100.0,0.0,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/WHO.npy,sample,review_candidates.csv,medium,WHO,who,6,Batch 1,208,KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/WHO.npy,KSL-Dataset/Pose Data/Batch 1/208/Extract/Stickmans/WHO.mp4,17,0.0,58.82,41.18,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/WHO.npy,sample,review_candidates.csv,medium,WHO,who,6,Batch 1,234,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/WHO.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/WHO.mp4,22,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/WILL.npy,sample,review_candidates.csv,medium,WILL,will,1,Batch 1,264,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/WILL.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/WILL.mp4,10,100.0,0.0,0.0,single_sample,short_sequence;right_hand_missing_all_frames,sample:short_sequence;sample:right_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,right hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/166/Extract/Landmarks/WISE.npy,sample,review_candidates.csv,medium,WISE,wise,2,Batch 2,166,KSL-Dataset/Pose Data/Batch 2/166/Extract/Landmarks/WISE.npy,KSL-Dataset/Pose Data/Batch 2/166/Extract/Stickmans/WISE.mp4,34,0.0,97.06,2.94,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/WOMAN.npy,sample,review_candidates.csv,medium,WOMAN,woman,4,Batch 1,234,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/WOMAN.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/WOMAN.mp4,14,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/WORD.npy,sample,review_candidates.csv,medium,WORD,word,3,Batch 1,233,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/WORD.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/WORD.mp4,23,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/WRITE.npy,sample,review_candidates.csv,medium,WRITE,write,5,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/WRITE.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/WRITE.mp4,26,0.0,11.54,88.46,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/198/Extract/Landmarks/YOU.npy,sample,review_candidates.csv,medium,YOU,you,19,Batch 1,198,KSL-Dataset/Pose Data/Batch 1/198/Extract/Landmarks/YOU.npy,KSL-Dataset/Pose Data/Batch 1/198/Extract/Stickmans/YOU.mp4,10,60.0,30.0,40.0,,short_sequence,sample:short_sequence,review_short_sequence,keep,,pending,short sequence flagged; keep unless playback looks truncated
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/YOU.npy,sample,review_candidates.csv,medium,YOU,you,19,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/YOU.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/YOU.mp4,32,0.0,21.88,78.12,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/YOU.npy,sample,review_candidates.csv,medium,YOU,you,19,Batch 1,207,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/YOU.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/YOU.mp4,19,0.0,84.21,15.79,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/232/Extract/Landmarks/YOU.npy,sample,review_candidates.csv,medium,YOU,you,19,Batch 1,232,KSL-Dataset/Pose Data/Batch 1/232/Extract/Landmarks/YOU.npy,KSL-Dataset/Pose Data/Batch 1/232/Extract/Stickmans/YOU.mp4,11,100.0,100.0,0.0,,short_sequence,sample:short_sequence,review_short_sequence,keep,,pending,short sequence flagged; keep unless playback looks truncated
sample::KSL-Dataset/Pose Data/Batch 2/76/Extract/Landmarks/YOU.npy,sample,review_candidates.csv,medium,YOU,you,19,Batch 2,76,KSL-Dataset/Pose Data/Batch 2/76/Extract/Landmarks/YOU.npy,KSL-Dataset/Pose Data/Batch 2/76/Extract/Stickmans/YOU.mp4,22,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/205/Extract/Landmarks/YOUNG.npy,sample,review_candidates.csv,medium,YOUNG,young,1,Batch 1,205,KSL-Dataset/Pose Data/Batch 1/205/Extract/Landmarks/YOUNG.npy,KSL-Dataset/Pose Data/Batch 1/205/Extract/Stickmans/YOUNG.mp4,27,0.0,44.44,55.56,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/YOUR.npy,sample,review_candidates.csv,medium,YOUR,your,6,Batch 2,129,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/YOUR.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/YOUR.mp4,61,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/149/Extract/Landmarks/YOUR.npy,sample,review_candidates.csv,medium,YOUR,your,6,Batch 2,149,KSL-Dataset/Pose Data/Batch 2/149/Extract/Landmarks/YOUR.npy,KSL-Dataset/Pose Data/Batch 2/149/Extract/Stickmans/YOUR.mp4,61,0.0,86.89,13.11,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/YOURS.npy,sample,review_candidates.csv,medium,YOURS,yours,14,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/YOURS.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/YOURS.mp4,19,0.0,84.21,15.79,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/YOURS.npy,sample,review_candidates.csv,medium,YOURS,yours,14,Batch 1,251,KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/YOURS.npy,KSL-Dataset/Pose Data/Batch 1/251/Extract/Stickmans/YOURS.mp4,19,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/YOURS.npy,sample,review_candidates.csv,medium,YOURS,yours,14,Batch 2,148,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/YOURS.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/YOURS.mp4,16,0.0,93.75,6.25,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/YOURS.npy,sample,review_candidates.csv,medium,YOURS,yours,14,Batch 2,160,KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/YOURS.npy,KSL-Dataset/Pose Data/Batch 2/160/Extract/Stickmans/YOURS.mp4,30,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
